Key,Label
P234062,2
P234081,0
P234086,2
P234087,0
P234094,0
P234097,0
P234112,0
P234120,1
P234125,1
P234137,0
P234140,0
P234147,0
P234161,1
P234175,0
P234179,0
P234181,3
P234189,0
P234199,0
P234203,0
P234213,1
P234215,1
P234216,0
P234226,3
P234231,0
P234247,0
P234249,0
P234256,0
P234258,0
P234267,1
P234268,1
P234273,1
P234283,0
P234289,0
P234298,0
P234299,0
P234314,0
P234333,1
P234339,1
P234364,1
P234365,3
P234372,3
P234373,0
P234385,0
P234389,0
P234394,3
P234405,0
P234411,0
P234412,0
P234414,0
P234419,0
P234423,3
P234433,1
P234442,3
P234470,1
P234485,1
P234490,0
P234511,0
P234515,0
P234521,3
P234531,0
P234534,0
P234565,1
P234570,0
P234573,0
P234579,0
P234590,0
P234592,0
P234612,0
P234615,3
P234617,1
P234618,0
P234633,0
P234641,3
P234645,0
P234651,3
P234653,0
P234671,1
P234679,1
P234683,0
P234688,0
P234698,1
P234701,0
P234704,1
P234711,0
P234728,1
P234739,1
P234741,1
P234742,1
P234743,0
P234750,1
P234758,1
P234773,0
P234780,0
P234785,3
P234790,1
P234791,1
P234794,1
P234798,0
P234802,0
P234806,3
P234813,1
P234834,0
P234837,0
P234847,0
P234861,0
P234881,0
P234905,0
P234922,0
P234927,0
P234940,3
P234945,0
P234951,0
P234958,0
P234965,0
P234971,0
P234974,0
P234977,1
P234992,0
P235001,0
P235033,0
P235050,0
P235051,1
P235055,0
P235069,0
P235081,3
P235082,0
P235094,1
P235096,0
P235097,1
P235098,1
P235104,1
P235106,0
P235108,0
P235109,0
P235110,0
P235111,1
P235112,0
P235118,6
P235121,0
P235149,0
P235150,0
P235160,0
P235166,0
P235176,1
P235179,0
P235183,3
P235186,1
P235208,1
P235215,0
P235220,3
P235223,3
P235224,0
P235232,1
P235233,0
P235236,0
P235237,0
P235255,1
P235256,0
P235268,1
P235275,1
P235276,1
P235284,1
P235291,3
P235299,0
P235305,0
P235311,0
P235315,0
P235318,1
P235319,0
P235325,0
P235328,0
P235337,0
P235339,0
P235352,0
P235353,3
P235354,1
P235356,0
P235362,0
P235367,3
P235369,0
P235376,1
P235377,0
P235385,3
P235387,3
P235389,3
P235392,1
P235393,0
P235402,0
P235405,0
P235414,0
P235423,1
P235424,6
P235440,0
P235446,0
P235454,3
P235466,1
P235476,1
P235487,0
P235488,1
P235493,3
P235503,0
P235505,0
P235507,3
P235511,0
P235517,0
P235520,0
P235524,0
P235533,0
P235537,1
P235538,0
P235541,0
P235547,3
P235562,0
P235565,0
P235567,0
P235569,0
P235571,1
P235576,1
P235587,0
P235589,1
P235595,1
P235596,0
P235602,0
P235605,0
P235612,0
P235635,0
P235638,6
P235646,3
P235668,1
P235673,0
P235679,0
P235685,6
P235695,0
P235704,0
P235705,0
P235709,0
P235719,3
P235746,0
P235748,0
P235752,0
P235761,3
P235767,2
P235770,1
P235775,0
P235777,0
P235778,0
P235783,0
P235794,0
P235795,0
P235804,3
P235818,0
P235831,0
P235848,0
P235855,0
P235857,1
P235860,0
P235875,0
P235878,3
P235882,3
P235888,0
P235893,0
P235898,0
P235900,3
P235901,3
P235904,0
P235908,0
P235909,0
P235916,0
P235917,0
P235928,0
P235931,3
P235933,0
P236021,1
P236066,1
P236099,1
P236279,1
P236380,0
P236523,1
P236606,0
P236661,0
P236736,1
P236758,0
P236771,0
P236812,0
P236813,3
P236831,1
P236838,3
P236919,0
P236955,0
P236985,0
P237026,0
P237043,1
P237059,0
P237100,0
P237116,0
P237124,0
P237126,0
P237153,0
P237154,1
P237196,3
P237321,0
P237337,1
P237358,0
P237375,3
P237387,0
P237392,0
P237406,3
P237429,1
P237436,0
P237529,0
P237587,0
P237656,0
P237670,1
P237700,0
P237728,1
P237747,1
P237986,0
P238048,0
P238063,0
P238132,1
P238147,1
P238170,0
P238375,0
P238400,0
P238429,0
P238447,0
P238584,0
P238609,0
P238615,0
P238662,0
P238723,0
P238783,0
P238800,1
P238809,0
P238856,0
P238898,0
P238905,1
P238920,0
P239060,0
P239162,0
P239167,0
P239273,0
P239304,1
P239343,0
P239364,0
P239399,0
P239517,0
P239520,0
P239572,1
P239574,0
P239588,0
P239593,0
P239664,0
P239681,0
P239825,0
P239830,0
P239835,1
P239847,0
P239856,0
P239911,0
P239913,0
P239922,1
P239938,0
P239971,1
P239974,0
P240040,1
P240057,0
P240072,1
P240185,2
P240200,0
P240227,0
P240237,0
P240291,1
P240296,0
P240327,0
P240373,0
P240380,0
P240407,1
P240440,0
P240462,1
P240492,0
