Protein,ESSENTIAL,CLASS Actin related proteins,CLASS Adaptins,CLASS ATPases,CLASS Cyclins,CLASS GTP-binding proteins,CLASS GTP/GDP dissociation inhibitors (GDIs),CLASS GTP/GDP-exchange factors (GEFs),CLASS GTPase activating proteins (GAPs),CLASS Histones,CLASS Molecular chaperones,CLASS Motorproteins,CLASS Nucleases,CLASS Other kinases,CLASS Polymerases,CLASS Proteases,CLASS Protein Kinases,CLASS Protein phosphatases,CLASS Transcription factors,CLASS Tubulins,CLASS Ubiquitin-system proteins,COMPLEX 2-oxoglutarate dehydrogenase,COMPLEX Acetolactate synthase,"COMPLEX ""Alpha",COMPLEX Anaphase promoting complex (APC),COMPLEX Arginase,COMPLEX Arginine-specific carbamoylphosphate synthase,COMPLEX Assembly complexes,COMPLEX Calcineurin B,COMPLEX cAMP-dependent protein kinase,COMPLEX Casein kinase,COMPLEX Chaperonine containing T-complex TRiC (TCP RING Complex),COMPLEX Cyclin-CDK (Cyclin-dependent kinases) complexes,COMPLEX Cytoskeleton,COMPLEX delta3-cis-delta2-trans-enoyl-CoA isomerase,"COMPLEX ""Endonuclease SceI",COMPLEX Exocyst complex,"COMPLEX ""Fatty acid synthetase",COMPLEX Gim complexes,COMPLEX Glucan synthases,"COMPLEX ""H+transporting ATPase",COMPLEX Histone acetyltransferase complexes,COMPLEX Histone deacetylase complexes,COMPLEX Intracellular transport complexes,COMPLEX Kel1p/Kel2p complex,COMPLEX Kinetochore protein complexes,COMPLEX L-aminopadipate-semialdehyde dehydrogenase,COMPLEX Mitochondrial translocase complex,COMPLEX Nem1p-Spo7p complex,COMPLEX Nonsense-mediated mRNA decay pathway complex,COMPLEX Nuclear pore complex (NPC),COMPLEX Nucleosomal protein complex,COMPLEX Phosphofructokinase,COMPLEX Prenyltransferases,"COMPLEX ""Proteases",COMPLEX Proteasome,COMPLEX Pyruvate dehydrogenase,COMPLEX Pyruvate kinase,COMPLEX Replication complexes,COMPLEX Respiration chain complexes,COMPLEX Ribonucleoside-diphosphate reductase,COMPLEX RNA processing complexes,COMPLEX RSC complex (Remodel the structure of chromatin),COMPLEX SCF (Skp1-Cdc53-F-box protein) complexes,COMPLEX Serine/threonine phoshpoprotein phosphatase,COMPLEX Sister chromatid cohesion regulation complex,COMPLEX Succinyl-CoA ligase,COMPLEX Synaptonemal complex (SC),COMPLEX Transcription complexes/Transcriptosome,COMPLEX Translation complexes,COMPLEX Translocon,"PHENOTYPE ""Auxotrophies",PHENOTYPE Carbohydrate and lipid biosynthesis defects,PHENOTYPE Cell cycle defects,PHENOTYPE Cell morphology and organelle mutants,PHENOTYPE Conditional phenotypes,PHENOTYPE Mating and sporulation defects,PHENOTYPE Nucleic acid metabolism defects,PHENOTYPE Sensitivity to aminoacid analogs and other drugs,PHENOTYPE Sensitivity to antibiotics,PHENOTYPE Sensitivity to immunosuppressants,PHENOTYPE Stress response defects,MOTIF PS00012,MOTIF PS00013,MOTIF PS00014,MOTIF PS00017,MOTIF PS00018,MOTIF PS00019,MOTIF PS00020,MOTIF PS00022,MOTIF PS00027,MOTIF PS00028,MOTIF PS00030,MOTIF PS00036,MOTIF PS00037,MOTIF PS00038,MOTIF PS00039,MOTIF PS00044,MOTIF PS00046,MOTIF PS00047,MOTIF PS00050,MOTIF PS00051,MOTIF PS00056,MOTIF PS00058,MOTIF PS00059,MOTIF PS00063,MOTIF PS00066,MOTIF PS00071,MOTIF PS00074,MOTIF PS00087,MOTIF PS00097,MOTIF PS00098,MOTIF PS00105,MOTIF PS00107,MOTIF PS00108,MOTIF PS00110,MOTIF PS00115,MOTIF PS00123,MOTIF PS00125,MOTIF PS00126,MOTIF PS00129,MOTIF PS00133,MOTIF PS00136,MOTIF PS00137,MOTIF PS00141,MOTIF PS00147,MOTIF PS00148,MOTIF PS00152,MOTIF PS00165,MOTIF PS00167,MOTIF PS00168,MOTIF PS00170,MOTIF PS00176,MOTIF PS00177,MOTIF PS00178,MOTIF PS00179,MOTIF PS00187,MOTIF PS00188,MOTIF PS00189,MOTIF PS00190,MOTIF PS00191,MOTIF PS00194,MOTIF PS00197,MOTIF PS00198,MOTIF PS00199,MOTIF PS00200,MOTIF PS00211,MOTIF PS00213,MOTIF PS00215,MOTIF PS00216,MOTIF PS00217,MOTIF PS00218,MOTIF PS00225,MOTIF PS00227,MOTIF PS00228,MOTIF PS00231,MOTIF PS00284,MOTIF PS00292,MOTIF PS00293,MOTIF PS00294,MOTIF PS00297,MOTIF PS00298,MOTIF PS00300,MOTIF PS00301,MOTIF PS00322,MOTIF PS00324,MOTIF PS00329,MOTIF PS00332,MOTIF PS00333,MOTIF PS00334,MOTIF PS00339,MOTIF PS00340,MOTIF PS00343,MOTIF PS00344,MOTIF PS00350,MOTIF PS00351,MOTIF PS00357,MOTIF PS00368,MOTIF PS00373,MOTIF PS00378,MOTIF PS00383,MOTIF PS00387,MOTIF PS00388,MOTIF PS00389,MOTIF PS00396,MOTIF PS00399,MOTIF PS00402,MOTIF PS00410,MOTIF PS00411,MOTIF PS00414,MOTIF PS00417,MOTIF PS00430,MOTIF PS00433,MOTIF PS00434,MOTIF PS00442,MOTIF PS00443,MOTIF PS00444,MOTIF PS00446,MOTIF PS00453,MOTIF PS00454,MOTIF PS00455,MOTIF PS00463,MOTIF PS00466,MOTIF PS00469,MOTIF PS00470,MOTIF PS00479,MOTIF PS00486,MOTIF PS00504,MOTIF PS00509,MOTIF PS00510,MOTIF PS00518,MOTIF PS00521,MOTIF PS00526,MOTIF PS00554,MOTIF PS00564,MOTIF PS00565,MOTIF PS00566,MOTIF PS00581,MOTIF PS00595,MOTIF PS00600,MOTIF PS00606,MOTIF PS00626,MOTIF PS00627,MOTIF PS00633,MOTIF PS00636,MOTIF PS00637,MOTIF PS00646,MOTIF PS00674,MOTIF PS00675,MOTIF PS00678,MOTIF PS00681,MOTIF PS00685,MOTIF PS00686,MOTIF PS00690,MOTIF PS00697,MOTIF PS00709,MOTIF PS00720,MOTIF PS00723,MOTIF PS00733,MOTIF PS00737,MOTIF PS00741,MOTIF PS00748,MOTIF PS00749,MOTIF PS00750,MOTIF PS00751,MOTIF PS00752,MOTIF PS00753,MOTIF PS00770,MOTIF PS00782,MOTIF PS00783,MOTIF PS00801,MOTIF PS00802,MOTIF PS00813,MOTIF PS00815,MOTIF PS00816,MOTIF PS00821,MOTIF PS00822,MOTIF PS00824,MOTIF PS00825,MOTIF PS00841,MOTIF PS00842,MOTIF PS00845,MOTIF PS00847,MOTIF PS00854,MOTIF PS00866,MOTIF PS00867,MOTIF PS00868,MOTIF PS00888,MOTIF PS00889,MOTIF PS00904,MOTIF PS00914,MOTIF PS00915,MOTIF PS00916,MOTIF PS00929,MOTIF PS00933,MOTIF PS00954,MOTIF PS00955,MOTIF PS00957,MOTIF PS00959,MOTIF PS00961,MOTIF PS00973,MOTIF PS00975,MOTIF PS00976,MOTIF PS00989,MOTIF PS00990,MOTIF PS00991,MOTIF PS00993,MOTIF PS01000,MOTIF PS01001,MOTIF PS01020,MOTIF PS01021,MOTIF PS01030,MOTIF PS01036,MOTIF PS01067,MOTIF PS01077,MOTIF PS01082,MOTIF PS01088,MOTIF PS01089,MOTIF PS01101,MOTIF PS01118,MOTIF PS01119,MOTIF PS01132,MOTIF PS01145,MOTIF PS01152,MOTIF PS01154,MOTIF PS01159,MOTIF PS01166,MOTIF PS01168,MOTIF PS01175,MOTIF PS01186,MOTIF PS01188,MOTIF PS01199,MOTIF PS01215,MOTIF PS01216,MOTIF PS01248,MOTIF PS01251,MOTIF PS01257,Chromosome,"NUM INTERACTING WITH FUNCTION ""CELL GROWTH","NUM INTERACTING WITH FUNCTION ""CELL RESCUE",NUM INTERACTING WITH FUNCTION CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle),NUM INTERACTING WITH FUNCTION CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,NUM INTERACTING WITH FUNCTION CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),NUM INTERACTING WITH FUNCTION CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,NUM INTERACTING WITH FUNCTION ENERGY,NUM INTERACTING WITH FUNCTION IONIC HOMEOSTASIS,NUM INTERACTING WITH FUNCTION METABOLISM,NUM INTERACTING WITH FUNCTION PROTEIN DESTINATION,NUM INTERACTING WITH FUNCTION PROTEIN SYNTHESIS,NUM INTERACTING WITH FUNCTION TRANSCRIPTION,NUM INTERACTING WITH FUNCTION TRANSPORT FACILITATION,Label,int_type1,int_type2,int_strength
P234430,Non-Essential,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,0,1,1,0,1,1,0,0,0,1,0,0,1,0,Single,Physical,0.29131488
P239467,Essential,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11,0,0,0,0,5,0,0,0,0,0,0,7,0,0,Mixed,Physical,-0.06353432433333334
P234444,Non-Essential,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,0,0,0,0,3,0,0,0,0,0,0,3,0,0,Single,Physical,0.4308873406666667
P234445,Non-Essential,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,0,0,0,0,3,0,0,0,1,0,0,2,0,0,Single,Physical,0.7488905735
P234469,Non-Essential,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Single,Genetic,-0.060036564
P239428,Non-Essential,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,15,1,0,0,0,4,4,0,0,0,1,0,2,0,1,Mixed,Physical,0.6338524517499999
P234495,Essential,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,1,0,0,1,1,0,0,0,0,0,0,0,0,4,Single,Physical,0.496259419
P234497,Non-Essential,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,1,0,1,0,2,1,0,0,0,0,0,1,0,3,Mixed,Both,0.21207307
P234505,Non-Essential,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,2,0,0,0,4,1,0,0,2,1,0,3,0,0,Mixed,Both,0.2126746745
P234513,Non-Essential,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,0,0,0,0,3,0,0,0,0,2,0,2,0,5,Mixed,Both,0.1440683675
